atributo_1,atributo_2,classes
-2.4928638892824155,7.841747042324645,0
-1.9582274274089344,9.502076306867686,0
-2.553112823545779,9.242729388084447,0
3.1889700289713434,3.0386965545386206,4
-0.48206261493061353,3.818083467320429,4
2.2062305967046156,5.772542075241228,4
4.333057543151153,2.316693748012981,1
3.840826621676481,0.9794470033074437,1
4.615420608754106,0.9238725819993412,1
-6.974160588361457,-6.532820741082761,2
-8.841081879776814,6.8332174256429585,3
1.9274610002023715,5.299538829469953,4
4.494973164244561,2.0346359039460262,1
-6.982764884308871,-7.221527417978879,2
-7.913354175649373,-7.112546163111262,2
3.787281786151632,2.4125628666837287,1
4.813270906520081,0.8773484925334394,1
-6.03133985856503,-7.008356272644303,2
4.098028813627951,2.782009696462999,1
-2.075194239321138,10.021295120006377,0
0.19054033588882557,4.862781570415173,4
1.6900394291595884,4.715542438933834,4
1.1256315617435417,3.1546204487246774,4
-6.37036833087919,-6.813273620047642,2
1.778525992161037,4.24136545135311,4
-1.285041463962069,9.546227858039714,0
2.1430695909823236,4.340009310032766,4
-6.279603229075478,-6.026089426762803,2
4.9710891897838545,0.9312048167470921,1
-5.1724255762244145,-6.358157056934365,2
1.4592432598831486,3.6768690459574414,4
4.755803583699916,1.3233994153417807,1
-2.153524026994247,9.361354320269422,0
-2.99780774763814,9.099621852491957,0
-3.1827280557199944,8.367843384926292,0
3.566196861581221,4.0076362931981535,4
1.7180557205305855,2.7334044611323844,4
-7.645377002939975,-6.942181175644945,2
-6.960771339496731,-6.431469256417779,2
-9.547940125712,7.486531839618508,3
-7.989629191028582,7.8016895459629865,3
-7.922985997906275,7.829490003573806,3
4.037292854896405,1.6205363271312008,1
1.0697712077378323,3.142628300874848,4
-6.961818280583121,-7.3214222145299885,2
5.612255269891931,0.9942342662921152,1
-8.628915149025806,7.899020009475196,3
3.9541710678804685,1.8170243456090702,1
1.7785524078340922,5.497736764190281,4
1.313616619604339,3.041853374747766,4
-9.186516006990699,8.1690658576037,3
1.1876551112013318,6.262125470378635,4
-9.565798916453351,7.782213491094632,3
-2.858208048796773,9.852779535613646,0
-7.731274725015422,6.09730408158083,3
-7.908073900545966,7.2722266766050945,3
-2.0673576729091314,9.514790875115121,0
-3.512718470834751,8.481859034591379,0
-6.584623997698086,-6.380321001886606,2
-7.65218366323421,-7.2880403476621405,2
1.8512084841938652,4.036728094589956,4
-6.409280584548145,-7.023485538727472,2
-3.584758031880172,8.279364571010962,0
4.906124536428698,2.0383274715110007,1
-7.17665858140334,-6.584576940276047,2
-3.6280516821080635,9.464661517550779,0
-7.60799489577932,-6.901370904846253,2
1.3990417747381394,4.472324941232168,4
-9.757429745915507,7.664948758576575,3
4.228605764884131,1.121705113857743,1
-8.641124638600408,6.948392724012717,3
5.701340224044329,2.7746554391837734,1
-6.584298261829742,-7.699265961469061,2
5.143372358309023,0.6952545285756395,1
-8.637468106549504,7.988970440839407,3
-9.178117322269733,6.691671621240814,3
3.601605956302235,0.9334268420764391,1
3.0832294201788395,1.5738868912974993,1
-2.1243902376633796,9.193393347621626,0
-2.9580383046705645,8.813619190749337,0
1.9658503765902067,4.2868945651563415,4
3.6247397622554036,2.374806176313808,1
4.172643518389496,2.5080938128674193,1
2.48662110158629,4.221322212701839,4
5.186001010279481,2.7789271687422747,1
3.2989016902243193,3.988057133433817,4
-9.134152311567648,6.860283815748579,3
-3.0836240887905695,8.534508651453217,0
-6.239569420983863,-6.233479509391698,2
-9.753395232677168,8.176833663974643,3
-7.326657809342162,-5.5152969355019525,2
1.966468619271132,4.008783542833578,4
-2.821524613677127,9.427201359867425,0
4.039903213849977,1.2953537285650292,1
3.814059929575407,1.194820698259131,1
3.4022135349425624,4.056732881705675,4
4.8907529775258665,2.3924395510859,1
-6.825137996792337,-6.031205977782206,2
-1.6484503248921107,9.130893039660448,0
-8.13617386766378,-6.253476483027659,2
-2.6349789965656463,9.763737581736455,0
-3.1977880138312327,10.097654868394388,0
-8.939405732678507,6.046988585463458,3
1.9066562601107913,5.067435121097654,4
-6.802948363326045,-5.813246734564809,2
-9.301941280772036,6.95723410186721,3
-9.326932125224735,6.697646174792389,3
4.805689819126107,1.4375668359992713,1
-3.1113730165752047,10.195178027850933,0
-2.1561519016933532,8.427761170510324,0
-8.564925915881647,-8.952849163723695,2
-0.05053831125044095,5.209075605459065,4
1.4838362293169407,3.242455028641538,4
3.0621894400363274,2.0663527039654657,1
-3.200535286391922,9.024409699517244,0
-3.5436954233767266,9.081384129607068,0
-8.195352297823701,6.021858698464515,3
4.165227506678675,2.974273605866793,1
4.73582771797107,1.565851336290184,1
-8.962098236253011,6.399614384129717,3
-8.983171474058759,7.990080417401767,3
-2.968463684722566,8.789385740287852,0
2.1584361896678232,3.836126396095115,4
3.5619010832206124,3.6729296768179935,4
1.8798058981062675,4.962124185900595,4
-7.479736614406807,8.06323990271227,3
-2.344833073423708,8.39380084451641,0
-3.1766965128888476,8.82662290450297,0
-4.794217953725676,8.782694063851427,0
4.785889346367958,1.4567879418218292,1
4.60654064789687,3.1047904354837357,1
-9.524404385051822,7.045601886907295,3
4.351302490695894,0.9757809883700558,1
-7.359604234809471,7.647706609339312,3
-7.882582299389186,8.633396404373428,3
3.558600465245516,4.209080471250725,4
5.320385551442016,0.7749088602112393,1
3.908345714538333,2.099008941668884,1
-6.847259259116583,-7.5320772567752705,2
-7.74824812555468,-6.470272673823177,2
-2.8655996401733677,10.176993709892482,0
-8.847175393702596,6.024569542994705,3
-2.424251287500577,8.504039173910373,0
-2.4835052587068938,9.884371716357485,0
-2.69713704026953,8.299474054182898,0
5.029678323240217,2.219038735525737,1
3.764799991279588,6.011817507178418,4
-8.761846502582124,7.121971892360031,3
-2.8099402194298353,9.223233761222025,0
-8.771824979008185,7.813551842557821,3
4.200378221342719,2.9677232992566167,1
3.5355331704335846,1.8328925519853794,1
-2.6979817021463073,8.622330911419152,0
-3.141696816071112,8.788436494658377,0
-3.856400837289682,8.447063006346344,0
-3.5726848702000016,8.786677884726943,0
1.1592811804035636,3.714615516403979,4
5.043703924960158,1.4324669924588829,1
-6.3190286693334485,-8.069993580847761,2
5.676377862302146,2.8448516578175203,1
-2.445366877906891,9.275768053207068,0
4.246236426619943,1.8441909112638308,1
1.8423497921055525,3.6933226645152826,4
4.193658546213091,1.0651903520213262,1
-7.396838881540225,7.976529676488544,3
4.846646975683357,1.7119835849170868,1
1.3037652892154106,3.7161385823687842,4
-7.178194663448663,8.720989754918039,3
-6.251562140697266,-6.916414673890991,2
-8.848932645714212,6.631896609650347,3
-1.9937492229661897,9.131466617520976,0
4.473084731411878,1.7085108657613683,1
1.7313906345524237,5.528795554078898,4
-3.266029637653993,10.745066011158436,0
4.825530970480549,3.7686950742545005,1
4.181141625214328,2.2621154175740426,1
-8.735044872909231,7.212175551285962,3
-6.794957677558351,-7.460454867235056,2
-2.728912622545788,8.648511296742965,0
-6.4243540334415865,-6.793534093962087,2
-5.947069182555586,-8.081684473372022,2
-9.028863342723307,7.279688929497548,3
5.9304048369952085,3.215347768466666,1
-8.864068191197616,7.3915810154850705,3
-6.323589727902292,-5.822114651409719,2
-8.970642835663456,7.166113209046299,3
-6.14180016221618,-6.6574801570090205,2
4.2953387334320725,2.887537473475356,1
-9.458817262116954,6.320785087433171,3
-3.561835549627263,8.64152534574068,0
4.630122382952986,1.3762608673840084,1
-8.788554327124972,7.681414210677451,3
4.854025791855182,3.0666902359545665,1
-3.003889639088054,8.378371210596969,0
-1.6296266059362274,8.73295798113095,0
-3.7899208058339626,8.351488508374125,0
-1.5400556201468056,8.6099283604755,0
4.071236050218925,2.0227477431134897,1
-8.077948609221824,-7.4051526155563,2
-5.638032365411737,-6.6195283815977,2
0.808376539459134,3.282067354180756,4
4.684352553469499,1.6972000299457997,1
-6.375888894285547,-6.810391186938013,2
-7.293152971873411,-6.834893382537529,2
-4.529862971696437,9.407710039878875,0
-2.218794195207889,7.6374241114299455,0
-2.2433205258751476,9.541807560077118,0
3.7020487801074715,1.6415657299676765,1
-3.3620233603548946,8.9730523613122,0
-9.369329456153931,5.950913493177871,3
5.022935787411964,1.5963268276328162,1
-6.919146934833832,-6.6527737604839405,2
-10.34027166296418,8.057096792802499,3
-2.275478549357711,9.238474885000317,0
5.678864387758695,1.7839024167376523,1
-8.551723299239203,6.984094579248113,3
4.913343093704986,2.688895645294336,1
5.962630923288776,1.4634139101330867,1
0.18702790691409832,3.834071569490255,4
-6.263537272044019,-6.43253741721762,2
-7.889554710019759,8.255433486867899,3
-2.534348959352571,8.33554322084567,0
-8.73641471875362,7.0788473594453425,3
-3.0851892496303015,8.275035882325469,0
-2.2573875738886193,8.173228676806938,0
1.2429522297097821,3.4426320752541586,4
-6.269613926719649,-7.07376034743172,2
3.879202568660846,1.71455987643074,1
-8.787420849346443,8.05526594246861,3
5.940151085928181,1.9845018114466693,1
4.419961733186406,1.0857006181637905,1
-2.334486433017411,10.045376868363363,0
-8.960493755781561,8.865557627402163,3
-2.2726980320550743,7.8009720886616885,0
-5.060017770314871,-6.548307025005656,2
-1.2590628188682036,9.39686528032842,0
-8.966031213063102,8.122843345285135,3
2.2398172791100506,4.581509375578747,4
4.5128973411454645,1.5524914728466164,1
2.4236755920959405,2.8084266698211255,4
-3.2951875378833977,8.834579608200702,0
-9.077513470748448,7.087265089360582,3
-7.597467977597892,6.749290670551911,3
5.367253973094132,0.9519836626075386,1
5.110321845690329,1.233995275433349,1
-7.207480547452175,-6.561866881463272,2
3.37930340704585,4.409011219191808,4
4.2573614580630785,1.7294265138657476,1
1.4941756518685865,2.9879562178791987,4
-7.789338767929289,8.197278383579414,3
-6.319404272589164,-6.92613265789644,2
3.6966373220074438,0.6188758245799619,1
-8.286189222458626,7.435391536436514,3
-8.591947637686483,-5.299498667494496,2
-3.564535189318449,8.888543328254187,0
4.22136383907488,1.356340632627914,1
5.467731338908076,2.3164828996700173,1
-2.5492621021379236,10.191653246887833,0
-8.86375818743377,6.814766696123782,3
-2.790329011623736,10.265016815264008,0
-3.2035355932536733,9.459996222921108,0
-7.0717672350746925,-6.410045211613812,2
2.9200978304126624,5.226303560531138,4
-6.723971999546508,-7.215242191563305,2
-2.443528103350805,8.390112409688209,0
-9.902723178032568,9.227425798719265,3
-7.933254146122651,-6.632148810200409,2
-7.4494120508807224,-5.9549223491810395,2
-6.419257563504106,-4.75831572565372,2
-7.49027302885781,-6.790479358208052,2
-8.58005623643932,7.5743009875980105,3
-3.2463584417958873,8.56197175197,0
2.5656955898833966,3.6451680511571003,4
-3.5246305072472337,10.243211546482279,0
2.4032333950848006,3.3963792704491573,4
-6.9730302993078785,-7.37576507283448,2
-4.032205147568425,8.627983952765414,0
4.53429361597553,2.873430969587354,1
5.0998036689601305,2.397531166412053,1
-7.65466751322149,-5.247886278943824,2
-8.862015084378791,8.527098401275776,3
-7.19899315839187,-6.739520292005944,2
4.540818753514463,1.2350314626659575,1
4.781083388279687,1.8460912874132631,1
2.586697256267925,6.04335138675579,4
-6.426995762157762,-6.359726784973928,2
1.6630135921031168,4.074922585174598,4
-3.333857724428309,8.562388932832793,0
-0.8609243879832846,8.15984841750533,0
-3.2595603501286643,10.293204203071209,0
1.916073438784329,3.2694473869391594,4
-2.931958421373063,8.230035131437845,0
3.473324848774512,1.7538663262687253,1
-6.361840501623734,-6.71234454070658,2
4.978466678242603,0.3991400156454339,1
-6.779289939033481,-6.825755488561417,2
-8.026853008451821,6.9555405058601165,3
-9.297927352824857,6.959582184351122,3
-6.706468383556517,-7.0522382918319675,2
-2.2676289029153383,8.576360109984822,0
5.095285120407461,2.364125800538715,1
-3.759625068309753,8.070718396592097,0
-2.2912605057298623,9.348258200055358,0
-1.8530117044079628,9.668131091188982,0
-8.190006176808625,-7.583992347911428,2
-2.806849083317811,9.238999029479258,0
0.7742998351480299,3.519189007673028,4
-7.66478629668165,-6.841244057406169,2
-2.2006289506275882,8.366374048926795,0
-6.355716983300076,-6.1330504768074405,2
-7.99307385100544,-5.991111663238489,2
6.428426581368516,1.1167833632420074,1
4.212240024151363,1.1659651571206078,1
5.054689103110226,2.3019064790461488,1
-2.4475347339475553,9.858841527304842,0
2.782895625856038,3.7428999248174675,4
-0.08024701203768014,4.201655704884958,4
-2.2151743850036207,7.9543970851181305,0
5.285822716464581,0.3118768741818636,1
-7.7822322637128325,-6.093305899549529,2
-2.896124533002805,8.81690658890677,0
0.8508243960129056,2.7134732365142558,4
-6.589269848595552,-6.955165589582236,2
3.6526787396361593,0.5605044870010572,1
2.038972274043159,3.719737818504903,4
-7.303768356154282,-7.775831465163356,2
1.2951945348245708,4.629549557179361,4
-7.834929726204826,6.796398260064193,3
1.7387873319109053,3.971871564503692,4
-7.995420345012319,-6.703705982654553,2
2.436185279844336,4.609517834985306,4
-2.3273465866588956,8.14197236915237,0
-10.123610308774055,6.993991959775668,3
-8.714169253020064,7.556041607695273,3
-6.057476200705041,-6.224551279996071,2
1.6638346784587552,3.7165185143910895,4
-6.589243823938991,-7.112495340425965,2
1.191971438887942,3.9025740715320048,4
-6.698086690051208,-7.518521897484533,2
2.272738186477794,3.3490703993230713,4
5.14651982523262,2.064581867991388,1
-6.91306953775382,-8.109374406625381,2
4.85455617017773,2.4265894289305017,1
-8.30049909560099,-6.260032891161534,2
-2.476951463588552,9.73023017745077,0
2.535423918133054,3.1198145388106755,4
-8.844523191830902,6.991213005347577,3
2.0723306743056438,4.103150815971447,4
-5.912169450380767,-6.225495881778382,2
2.380879426161889,5.638470651091865,4
-2.0172419118276474,9.422032589992185,0
-9.135955654319606,7.803040203992415,3
4.584571984317659,2.5080805403495963,1
-2.781004829170769,9.199572107532795,0
5.440521270934143,1.4056825562267963,1
3.5741589799965485,1.725230306804548,1
1.55863552170173,4.9081012824128685,4
-6.652215384388502,-7.798181247873554,2
-1.9698824189567588,9.587296125373145,0
1.040637305468978,5.7875797287720285,4
-8.651975825866407,6.936406173415228,3
-2.5961984413196446,7.4542100001833145,0
3.3647488148808957,1.392366401343931,1
-2.576224102964002,10.817516615335217,0
-7.525967793641634,-6.263213124255943,2
2.2447421158022487,4.007724412721738,4
2.830838517294875,2.8817365375967934,4
5.460534462869619,2.96340688699002,1
5.598412170726565,2.9009872538428874,1
-2.4944504766004356,9.292351492487658,0
4.65787182677758,3.286219641205756,1
-8.10202718253669,7.445858732580026,3
-2.0681709568322804,8.214174991206356,0
-2.6960831918390427,9.175885336804178,0
-6.654556349521327,-7.56191167699177,2
2.5001409485155763,3.1050923642324726,4
2.270475049917166,5.015506278678705,4
4.53828968880417,2.832816570697521,1
-7.889672097640243,8.524261641307987,3
5.0247569685706965,0.7594869901942447,1
-9.726169407762105,5.301482090595941,3
-9.192862221963729,6.701360208806576,3
-7.2715461540781385,-7.831750075007222,2
3.9449470625623366,4.177412258478422,4
-10.806976354748787,6.675518009185751,3
-9.841430417196044,7.80028584553597,3
5.823322391762869,0.777507387117343,1
2.9254152207038153,3.9602637718686022,4
2.9288471548633823,5.170483999903741,4
-7.069291205744999,-7.638821868557493,2
-4.280612171760391,9.668313736074559,0
1.2767553244000145,3.2756748645275113,4
4.734301007383157,1.48626705396788,1
-7.876289418997533,-7.382832688660139,2
1.6386177247473888,4.628437296032631,4
-8.143339564749338,8.453867585118978,3
6.045073461568357,2.3634631508975397,1
-3.078253551490005,9.490391076929336,0
-6.5694131762157575,-5.485271680524193,2
-3.718072461814769,9.858568582175156,0
-8.451470021207465,7.116827309484456,3
2.6445230616322943,4.430530710938036,4
-6.553611679831251,-6.7729358972316085,2
-8.13977162931269,7.753327144832463,3
6.462692688992901,1.8016585383593093,1
-7.723265404271643,-7.572691547272322,2
2.109735785183772,5.277412915468796,4
-2.4267035570962405,8.79724887768021,0
1.0319576698201516,3.5933974397573545,4
3.7827007398065478,3.4590074699230304,4
1.9001283849899147,3.926487160086107,4
-1.9253231949607637,8.870823705899896,0
-8.281943796382198,7.2846867450461605,3
-1.8826730982422104,8.559184548040426,0
4.344842144311173,2.255814835802628,1
2.181634090194408,4.103004154898166,4
-8.270759932560848,-6.610578825435727,2
-5.689448749539159,-7.306122639006466,2
1.888457903830496,4.702126110195041,4
2.046780916083286,5.03176125780122,4
2.0289766518540118,2.9500449613188398,4
-8.031906483137488,-5.955886310617717,2
-6.768287920223759,-6.65534859418955,2
-2.4623144714321747,9.9174114049001,0
6.297187519917797,3.914823600384662,1
3.9470659918264452,1.0844603047705508,1
-2.3781005016635857,9.277992954444555,0
-10.392367187798108,6.370459555175017,3
-7.596872602594506,-8.440659059696408,2
4.24322104676294,2.7535693313505782,1
3.5866094470570475,5.270795831300758,4
1.3703237908760577,3.7294684786271985,4
5.316075208977804,1.4926197445283333,1
4.634253561739776,2.633903389763357,1
1.133655760754348,4.995711875068426,4
-10.108101889116718,7.139237836697948,3
4.947747072714414,1.215663828457866,1
1.21195415665873,5.590032061363296,4
4.494958134843081,1.1215553054743008,1
5.71368165727099,1.7090352339352672,1
-3.0429252631058112,9.04086471901189,0
-8.522811709913501,8.427055873915217,3
-1.890477770198661,8.169269801999837,0
-2.770426305080407,8.077546213152358,0
4.3848877165661175,1.0279450812766076,1
-10.393252440168185,7.488845099033105,3
4.030396001019761,1.6133443991198038,1
-6.179946922254159,-8.047654545713959,2
-7.929828238729533,6.697970962938643,3
2.9979506978308206,4.813192289846169,4
2.6620784949244016,3.5740699788933394,4
1.5086856166023117,4.423560037003173,4
4.389206108750394,1.441286494258736,1
4.346804179756491,2.7178257839705875,1
2.110684402597065,4.090869734659119,4
-2.329725897630284,9.737500172007373,0
-1.7993504530849531,9.04207911502954,0
-2.9007290106482864,6.818046485260414,0
-7.092860464432563,7.288605586867019,3
-8.040642995149101,-6.841769629461726,2
-3.6473043984242732,10.977437066538634,0
-2.7547928597594717,9.482066405827075,0
-9.881493897053607,6.546466038038098,3
2.9634663525990823,2.9009804791888385,4
-3.1766681723188803,8.461442626283205,0
4.56401834917666,2.0122863644979705,1
-9.344227032412364,8.730428688397206,3
-2.3892998647045305,9.491721150062974,0
2.2473976776644724,2.3126025900643024,1
-6.026222863257554,-7.155251310637343,2
-2.5907933963614957,8.34034002409726,0
-2.462906385111345,8.801812021588393,0
-1.353722893468794,7.67636250754844,0
4.782748601391113,2.4718682292564353,1
-8.713532326720465,6.9821840606809715,3
2.434064944400452,4.254586469170168,4
-6.914396556362067,8.237434296193847,3
-2.8711370348999834,8.400280498859273,0
-8.590406456362759,8.088192168043523,3
-3.1176781545928614,9.47103892335208,0
-9.337951264015372,6.622873009033386,3
-2.056606819489589,9.04296076408476,0
-9.3695004012671,8.120873093308381,3
-2.853063881571033,8.625017592437798,0
-1.8272705208141926,9.328324380388246,0
-3.1940782850025347,8.250518261243982,0
5.021986349036009,0.9173867590215288,1
-7.393584575674831,8.040285292716224,3
-9.594188616361345,7.501233477821475,3
-3.4990016093524523,8.89315327380918,0
3.7896529436292505,4.308758329534421,4
-9.216018902241903,8.57283192015093,3
-2.0528606843641137,8.749141031173119,0
-7.0956922301295355,-7.18940682538686,2
4.184015430155261,2.5119068096142625,1
5.391149991133005,1.4994783868727293,1
-2.8766863426849456,8.334410632626488,0
-2.452505625408641,10.558812735443329,0
-9.435189805566361,6.770337914199213,3
1.371579759857645,3.6921552736537726,4
-7.206995322144668,-7.627742409890589,2
-3.2556928940016636,9.553064365124905,0
-0.6662866213689189,7.830730749686542,0
5.470517565643782,1.3172943890928122,1
-7.764123285966614,-8.966767929757008,2
5.020332271209497,1.7178335102168865,1
-1.8758014038457724,8.556763848350382,0
-5.534593267116203,-6.5627861898428055,2
-8.791440265700484,6.381062452366956,3
-8.23430618641008,6.8388351797481635,3
5.850625569613209,1.948057415278836,1
-6.657239109305077,8.530398531402025,3
-3.047112490513952,9.283485959255042,0
-5.992585317031058,-5.896567617650111,2
4.810343153005345,1.9030708469373472,1
-2.3662255235839877,8.875234247822824,0
2.6594705935397687,3.6422250773293214,4
-3.5407032943354646,9.602135203006656,0
-7.834376461278727,-6.645314424725086,2
2.000021821651694,4.544009444655149,4
3.1319150958592425,4.057955975463066,4
5.220510248094011,1.8583236769955258,1
-5.446185420328144,-6.469766461076144,2
-8.880311968158626,7.554922097456965,3
-2.488886886618822,7.478547603240196,0
-8.525671602107405,7.480173657391604,3
-7.59863109394166,-7.067808637857364,2
0.08527675262303669,10.86061912869121,0
3.947044104770315,2.580920283955274,1
-8.999530406037357,5.6427835103272646,3
4.6085034145905786,2.0251957723246075,1
-1.7441616213796731,10.874024772880576,0
-6.937740115931349,-5.74581256210509,2
-9.78083554864291,6.5949632354461825,3
-6.61725158277223,-7.325478383519933,2
-8.759583478841988,6.98746094321911,3
5.33382098930567,1.267483849426557,1
-8.406270698249726,8.086726052810658,3
-2.1147036012799463,9.778974613418306,0
-2.8205056998340012,10.611207984002263,0
-2.933206230076723,8.692080296273188,0
2.9389524042516166,3.89788035130423,4
-6.801950214915044,-6.378437030773624,2
-2.6278241333946726,9.82852290342709,0
-6.699637542625364,-7.714627099081994,2
2.9077821960576964,3.336071327268982,4
-2.5598402012778196,8.951415413866837,0
2.6088215031980844,4.37957837656439,4
-6.795747397876207,-6.206635745272486,2
-6.0253851928267075,-7.317249631308808,2
-9.057116699670702,6.828937586635908,3
4.789252884842691,2.117670299464796,1
-1.5550094907196186,8.007991603471211,0
-6.196569682456159,-6.852799664387055,2
4.017085584133422,2.8365918381379527,1
-7.992622364236307,7.89391183601648,3
-1.606322369069886,6.8080032245604265,0
4.602549930314468,4.508025820522022,4
-7.874553257527351,-6.343906325408483,2
6.2110782250188485,2.862652378978032,1
1.9220750287144666,3.488740200966074,4
-8.747198030378465,7.418159470814972,3
-1.9457267421346738,9.716857326722318,0
4.885500850571591,1.6714450576917137,1
-8.211196583556884,8.178731092455639,3
-6.6576049089929965,-7.134528804273607,2
4.8337302421892065,1.959618817616293,1
3.16926304871019,2.060835484291419,1
4.831876173602983,1.680949372273618,1
-6.0662142456209684,-7.982255443848974,2
1.5199528983044714,5.781121687974054,4
4.483079361691986,1.8812161754645091,1
-0.6661192556906683,5.907789188295763,4
4.311431485278904,1.8737389163543354,1
1.7325300314457497,4.6126608539207625,4
-9.367411802491599,7.7609818856939405,3
3.2120615581190926,5.291364990718393,4
